,08:30,09:00,09:30,10:00,10:30,11:00,11:30,12:00,12:30,13:00,13:30,14:00,14:30,15:00
20040629,,-0.015305818,-0.010644629,-0.019843278,-0.023536575,-0.019496335,,,-0.021557613,,-0.008841691,,-0.01491407,-0.025625659
20040630,,-0.029009185,-0.013429492,,-0.004769722,-0.003843787,-0.027875985,-0.024841584,,-0.016108343,-0.003551,-0.017401868,-0.009083429,-0.01983975
20040701,-0.007170983,,0.032955915,-0.010697408,-0.015830268,-0.007479003,-0.033093693,-0.013928436,-0.009569123,-0.011351446,-0.026953214,-0.0063522,-0.002166389,0.042806592
20040702,-0.017513002,-0.011819838,-0.011483567,-0.014601113,,-0.005885547,-0.012166472,-0.023028906,-0.024848861,-0.007148415,-0.011029289,,-0.007560887,-0.010401027
20040706,-0.016777138,-0.014833931,-0.017971078,-0.017078704,-0.005882989,-0.013489634,-0.035304208,,,-0.007707039,-0.00725345,-0.017388077,-0.005474398,0.000331492
20040707,-0.014729666,-0.004849102,-0.010436687,-0.010232449,-0.00912602,-0.023416676,-0.043605042,,-0.009867096,-0.01321705,-0.019626163,-0.019274081,0.005808197,-0.005461896
20040708,-0.014370531,,-0.026759259,-0.023181055,,-0.017522728,,-0.008544543,,,-0.018310499,,,-0.005535942
20040709,-0.003277027,-0.012502858,-0.01423061,,-0.021048505,,-0.010341701,,,,,,-0.026177577,
20040712,-0.01312251,-0.01204671,-0.00402844,,,,-0.025040221,-0.014215738,,,-0.028641078,-0.014986055,,-0.018236519
20040713,,-0.018148153,-0.022208736,-0.019894141,-0.020775407,-0.017333768,,,,-0.026863575,,-0.025840329,-0.019937854,-0.019287586
20040714,-0.02357256,-0.028092316,-0.025724671,-0.022211766,,,-0.032816407,,-0.017320554,-0.022340539,-0.015857468,-0.016464096,-0.016136459,-0.01511637
20040715,,-0.016869322,-0.01742204,,,-0.015391645,-0.024809514,-0.036429201,-0.027952265,-0.025870741,,,-0.01243932,-0.014471056
20040716,-0.001588075,-0.011858132,,-0.011788967,-0.014339052,-0.018489614,-0.018880949,-0.017776492,,-0.02519053,-0.011192464,-0.015807454,-0.01819112,-0.01994672
20040719,-0.011914292,-0.028380533,-0.017018373,-0.030296585,-0.014343816,0.002546833,,-0.016119412,-0.016776611,-0.020413202,-0.022754335,-0.024134272,-0.00332644,-0.019985372
20040720,-0.019323626,-0.03436346,-0.019177313,-0.018613222,,-0.024704354,,,-0.013349057,-0.032628328,-0.023715155,-0.014530912,,-0.015566666
20040721,-0.003254886,-0.01000628,-0.019344856,-0.016995064,-0.007240636,,,-0.052891924,,-0.013927396,-0.013961498,-0.018927351,-0.012255239,-0.01864909
20040722,-0.048745588,-0.013776045,-0.012279768,-0.011619345,-0.02351582,-0.009884187,-0.012285839,-0.045760571,,,,-0.020424686,-0.015826364,-0.015868195
20040723,-0.03179006,-0.015141301,-0.019467238,,-0.023989962,,-0.028850451,,,-0.018302769,,-0.027517416,-0.023776733,-0.020811723
20040726,-0.012011524,-0.020169941,-0.021576276,-0.017049288,-0.007005278,-0.029638341,-0.006785582,-0.04312368,-0.039740014,-0.024465896,-0.023687405,-0.015087692,0.004839665,-0.021307731
20040727,-0.024785729,-0.027423706,-0.020003516,-0.020509028,-0.025805407,-0.029553741,,-0.030187287,,,-0.017633263,-0.019903005,,-0.024995831
